Archive Id Code,Artefact Code,Box Number,YEAR yyyy,MONTH mm,DAY dd,HOUR,MIN,Continent,Country,State,City,Place/Center,Location,Subject,Tagged Persons,Event,Description,Credit,Photograper,Comments,HAT Selection,Team Selection,Final Selection,Determined
1972_PHT_0027_01,PHT4_AL_403_023.TIF,1972_PHT_BOX_01,1972,05,12,,,Europe,Denmark,,Copenhagen,Copenhagen,Lakshminarasimhan's home,Babuji,Chariji and others,Europe visit,Babuji and Chariji Being interviewed by Danish Radio.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0038_02,PHT4_AL_403_024.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,,Babuji,,,Babuji sidepose photo,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0025_01,PHT4_AL_403_025.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,,Babuji,,,Babuji sidepose photo wearing white cap,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0109_01,PHT4_AL_403_026.TIF,1977_PHT_BOX_02,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Shahjahanpur Ashram,Babuji,others,,Babuji walking,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0078_01,PHT4_AL_403_027.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Babuji's House,,Babuji,,,Babuji walking,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0077_01,PHT4_AL_403_028.TIF,1977_PHT_BOX_01,1977,00,00,,,asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Shahjahanpur Ashram,Babuji,Abhyasis,,Babuji standing with walking stick,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0080_01,PHT4_AL_403_029.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Shahjahanpur Ashram,Babuji,Abhyasis,,"Babuji saying pranams ,he is in car",,,GAG-8078 - Car number of Babuji-gifted by S.A.Abhyasis,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0079_01,PHT4_AL_403_30.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Shahjahanpur Ashram,Babuji,others,,Babuji saying pranams,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1974_PHT_0001_01,PHT4_AL_403_032.TIF,1974_PHT_BOX_01,1974,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji relaxed on his easy chair,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0023_01,PHT4_AL_403_033.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,,Babuji with whitecap,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0002_01,PHT4_AL_403_034.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,Babuji's House,Babuji,,,babuji with hookha,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1976_PHT_0053_01,PHT4_AL_403_035.TIF,1976_PHT_BOX_01,1976,06,09,,,Europe,Italy,Rome,,Food & Agriculture organization,,Babuji,Chariji,Visit to Europe,Speech by Chariji at FAO Headquarter Rome,Reference Yatra Volume one,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1949_PHT_0002_01,PHT4_AL_403_036.TIF,1950_PHT_BOX_01,1949,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,,Babuji,,,Babuji doing meditation,,,1950 Approx.,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0034_01,PHT4_AL_403_037.TIF,1972_PHT_BOX_01,1972,00,00,,,Europe,,,,,,Chariji,abhyasi,Visit to Europe,Chariji giving individual sitting,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0036_01,PHT4_AL_403_038.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,,,,,Babuji,CA Rajagopalachari,,Babuji with CA Rajagopalachari.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0035_01,PHT4_AL_403_039.TIF,1972_PHT_BOX_01,1972,00,00,,,Europe,,,,,,Babuji,Some abhyasi,Visit to Europe,Babuji talking with some abhyasi.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_pHT_0014_01,PHT4_AL_403_040.TIF,1980_PHT_BOX_01,1980,00,00,,,Asia,India,,,,,Babuji,,,Babuji with garland.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0016_01,PHT4_AL_403_041.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,,Some Abhyasis Brother,,Some abhyasi unable to identify.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0029_01,PHT4_AL_403_043.TIF,1972_PHT_BOX_01,1972,00,00,,,,,,,,,Babuji,,,Babuji sitting in a garden.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1976_PHT_0022_01,PHT4_AL_403_044.TIF,1976_PHT_BOX_01,1976,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji standing.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0024_01,PHT4_AL_403_045.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,Abhyasis,,Babuji smoking hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1974_PHT_0017_01,PHT4_AL_403_046.TIF,1974_PHT_BOX_01,1974,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,others,,Babuji sitting in His chair.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0045_01,PHT4_AL_403_047.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji walking in His courtyard.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0005_01,PHT4_AL_403_049.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Karnataka,Banglore,,,Babuji,,,Babuji holding flowers in His hand.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1979_PHT_0015_01,PHT4_AL_403_050.TIF,1979_PHT_BOX_01,1979,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting in His chair.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0066_01,PHT4_AL_404_001.TIF,1980_PHT_BOX_01,1980,05,15,,,Europe,Germany,,Munich,,,Babuji,,Visit to Europe in 1976,Babuji smoking hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1970_PHT_0016_02,PHT4_AL_404_002.TIF,1970_PHT_BOX_01,1970,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting with hands folded.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0045_01,PHT4_AL_404_003.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji standing in front of the house.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0046_01,PHT4_AL_404_004.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji standing in front of the house.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0019_01,PHT4_AL_404_005.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji standing in front of the house.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0061_01,PHT4_AL_404_006.TIF,1980_PHT_BOX_01,1980,04,15,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting in chair.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1970_PHT_0018_01,PHT4_AL_404_007.TIF,1970_PHT_BOX_01,1970,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji speaking.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1973_PHT_0072_01,PHT4_AL_404_008.TIF,1973_PHT_BOX_01,1973,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji is writing something.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1970_PHT_0016_01,PHT4_AL_404_009.TIF,1970_PHT_BOX_01,1970,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting in chair having hands folded,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0011_01,PHT4_AL_404_010.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji with hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0060_01,PHT4_AL_404_011.TIF,1980_PHT_BOX_01,1982,04,15,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting in chair.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0112_01,PHT4_AL_404_012.TIF,1977_PHT_BOX_02,1977,00,00,,,,,,,,,Babuji,,,Babuji sitting in car.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0053_01,PHT4_AL_404_014.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting on chair in verandah and having hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0052_01,PHT4_AL_404_015.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji with hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0054_01,PHT4_AL_404_016.TIF,1980_PHT_BOX_01,1980,00,00,,,Europe,,,,,,Babuji,Abhyasis,,Babuji sitting on sofa.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0086_01,PHT4_AL_404_017.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,,Babuji's side view.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0024_01,PHT4_AL_404_018.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,,Babuji portrait,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0056_01,PHT4_AL_404_021.TIF,1980_PHT_BOX_01,1980,05,00,,,Europe,Germany,,,Munich,,Babuji,,Babuji's visit to Germany in 1980,Babuji wearing blanket.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0001_01,PHT4_AL_404_022.TIF,1977_PHT_BOX_01,1977,00,00,,,,,,,,,Babuji,,,Babuji with hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0022_01,PHT4_AL_404_023.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji in contemplation.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0023_01,PHT4_AL_404_024.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji in contemplation.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0021_01,PHT4_AL_404_025.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,"Babuji side view.
oneside photo",,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0080_01,PHT4_AL_404_026.TIF,1980_PHT_BOX_01,1980,00,00,,,,,,,,,Babuji,,,Babuji in contemplation.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0062_01,PHT4_AL_404_029.TIF,1980_PHT_BOX_01,1980,00,00,,,Europe,,,,,,Babuji,Chariji,,Babuji and Chariji standing at the parking lot.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0064_01,PHT4_AL_404_030.TIF,1980_PHT_BOX_01,1980,00,00,,,Europe,Denmark,,,,,Babuji,Chariji,Visit to Denmark,Chariji speaking to Babuji in a garden.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0063_01,PHT4_AL_404_031.TIF,1980_PHT_BOX_01,1980,00,00,,,Europe,Denmark,,,,,Babuji,Chariji,Visit to Denmark,Chariji speaking to Babuji in a garden.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0065_01,PHT4_AL_404_032.TIF,1980_PHT_BOX_01,1980,00,00,,,Europe,Denmark,,,,,Babuji,Chariji,Visit to Denmark,Chariji speaking to Babuji in the garden.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0003_01,PHT4_AL_404_033.TIF,1977_PHT_BOX_01,1977,04,07,,,Asia,Malaysia,,Kaulalampur,Petaling Jaya,K V Reddy's House,Babuji,,Babuji's visit to Malaysia in 1977,Babuji sitting on the chair.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0009_01,PHT4_AL_404_034.TIF,1980_PHT_BOX_01,1980,00,00,,,,,,,,,Babuji,,,Babuji's portrait photo.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0052_01,PHT4_AL_404_035.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting on the cot.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0049_01,PHT4_AL_404_036.TIF,1980_PHT_BOX_01,1980,00,00,,,Europe,,,,,,Babuji,,Visit to Europe,Babuji sitting on the chair.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1967_PHT_0006_01,PHT4_AL_404_037.TIF,1967_PHT_BOX_01,1967,00,00,,,Asia,India,Andhra Pradesh,Hyderabad,Hyderabad,Hyderabad Ashram,Babuji,,,Babuji sitting on the bed and having hookah in his hand.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1981_PHT_0065_01,PHT4_AL_404_038.TIF,1981_PHT_BOX_01,1981,00,00,,,Asia,India,,,,,Babuji,Chariji,Basanth celebration,Babuji walking with the support of Chariji.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0010_01,PHT4_AL_404_039.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji taking care of his correspondance.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0017_01,PHT4_AL_404_040.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Shahjahanpur Ashram,Babuji,Chariji,,"Chariji giving speech while Babuji listening.
sitting",,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0085_01,PHT4_AL_404_041.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Shahjahanpur Ashram site,Babuji,,,Babuji at the ashram site.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0002_01,PHT4_AL_404_042.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,Singapore,,Shahjahanpur,St. Patrick School Singapore,,Chariji,K.V.Reddy(Malaysia),Visit to Malaysia,Chariji addressing the Hindu students of St. Patrick's school Singapore.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0019_01,PHT4_AL_404_043.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting with hands folded.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0084_01,PHT4_AL_404_044.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji holding hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0083_01,PHT4_AL_404_045.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,,Babuji,,,Babuji's in sideview.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0026_01,PHT4_AL_404_046.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting on his easy chair in Verandah with folded hands.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0013_01,PHT4_AL_404_047.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji in deep contemplation.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0015_01,PHT4_AL_404_048.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting on the chair with eyes closed.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0040_02,PHT4_AL_404_049.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting on the floor.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0026_01,PHT4_AL_405_001.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,UttarPradesh,Shahjahanpur,,Babuji's house,Babuji,,,Babuji in simplicity.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0010_01,PHT4_AL_405_002.TIF,1972_PHT_BOX_01,1972,05,00,,,Europe,Denmark,,,First interview at the radio,,Babuji,,,Babuji sitting .,,,Approx Date.,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1970_PHT_0012_01,PHT4_AL_405_003.TIF,1970_PHT_BOX_01,1970,00,00,,,Asia,India,Karnataka,,,,Babuji,,,Babuji's portrait,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1970_PHT_0013_01,PHT4_AL_405_004.TIF,1970_PHT_BOX_01,1970,00,00,,,Asia,India,Karnataka,,,,Babuji,,,Babuji sitting in chair and thinking.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0043_01,PHT4_AL_405_005.TIF,1977_PHT_BOX_01,1974,00,00,,,Asia,India,Tamil Nadu,Madurai,Madurai,,Babuji,,78th Birthday Celebration of Babuji,Babuji conducting satsangh.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0011_01,PHT4_AL_405_006.TIF,1978_PHT_BOX_01,1978,11,26,,,Asia,India,Assam,Tinsukia,Tinsukia,Tinsukia,Babuji,"Gunde Rao, Ishwar Prasad Agarwal(Arunachal Pradesh)",Ashram Inauguration,Ishwar Prasad Agarwal garlanding Babuji.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1968_PHT_0032_01,PHT4_AL_405_007.TIF,1968_PHT_BOX_01,1968,12,23,,,Asia,India,Tamil Nadu,Tiruchy,,Rotary Club,Babuji,,,Babuji conducting satsangh.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1979_PHT_0003_01,PHT4_AL_405_009.TIF,1979_PHT_BOX_01,1979,12,24,,,Asia,India,,,,,Chariji,,Ashram Inauguration,Chariji inaugurating Ashram.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1973_PHT_0014_01,PHT4_AL_405_010.TIF,1973_PHT_BOX_01,1973,00,00,,,Asia,India,Andhra Pradesh,Hyderabad,Hyderabad,Kuch Bhavan,Babuji,Chariji,,Babuji talking to Chariji,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1979_PHT_0004_01,PHT4_AL_405_011.TIF,1979_PHT_BOX_01,1979,12,00,,,Asia,India,Gujrat,Ahmedabad,Ahmedabad,,Babuji,Chariji,,Babuji talking to Chariji,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1973_PHT_0057_01,PHT4_AL_405_012.TIF,1973_PHT_BOX_01,1973,00,00,,,Asia,India,Uttar Pradesh,Kanpur,,,Babuji,,,Babuji conducting satsangh.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1920_PHT_0003_01,PHT4_AL_405_013.TIF,1950_PHT_BOX_01,1920,00,00,,,Asia,India,,,,,Babuji,,,Babuji's portrait,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1969_PHT_0033_01,PHT4_AL_405_014.TIF,1969_PHT_BOX_01,1969,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,,Babuji in deep thoughts.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1968_PHT_0030_01,PHT4_AL_405_015.TIF,1968_PHT_BOX_01,1968,12,26,,,Asia,India,Tamil Nadu,Tiruchirapalli()Trichy,Tiruchirapalli (Trichy),,Babuji,,,Babuji contemplating.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1967_PHT_0002_01,PHT4_AL_405_016.TIF,1967_PHT_BOX_01,1967,00,00,,,Asia,India,Andhra Pradesh,Hyderabad,Hyderabad Ashram,,Babuji,Abhyasis,,Babuji  having hookah,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1967_PHT_0003_01,PHT4_AL_405_017.TIF,1967_PHT_BOX_01,1967,00,00,,,Asia,India,Andhra Pradesh,Hyderabad,Hyderabad Ashram,,Babuji,Abhyasis,,Babuji talking to abhyasis.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1967_PHT_0004_01,PHT4_AL_405_018.TIF,1967_PHT_BOX_01,1967,00,00,,,Asia,India,Andhra Pradesh,Hyderabad,Hyderabad Ashram,,Babuji,Abhyasis,,Babuji talking to abhyasis.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1967_PHT_0001_01,PHT4_AL_405_019.TIF,1967_PHT_BOX_01,1967,00,00,,,Asia,India,Andhra Pradesh,Hyderabad,Hyderabad Ashram,,Babuji,,,Babuji contemplating.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0037_01,PHT4_AL_405_020.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,,,,,Babuji,Abhyasis,,Babuji in deep thoughts.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0038_01,PHT4_AL_405_021.TIF,1972_PHT_BOX_01,1972,12,26,,,Asia,India,,,,,Babuji,Some abhyasis,,Babuji contemplating.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0047_01,PHT4_AL_405_022.TIF,1977_PHT_BOX_01,1977,12,26,,,Asia,India,Tamil Nadu,Tiruchirapalli(Trichy),Tiruchirapalli (Trichy),,Babuji,Some abhyasis,,Babuji taking rest.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1969_PHT_0043_01,PHT4_AL_405_023.TIF,1969_PHT_BOX_01,1969,00,00,,,Asia,India,,,,,Babuji,,,Babuji contemplating.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1967_PHT_0010_01,PHT4_AL_405_024.TIF,1967_PHT_BOX_01,1967,00,00,,,Asia,India,,,,,Babuji,,,Babuji in deep thoughts.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1970_PHT_0006_01,PHT4_AL_405_025.TIF,1970_PHT_BOX_01,1970,00,00,,,Asia,India,,,,,Babuji,"Sulochana, Prema Rajagopalan",,Babuji conducting satsangh.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1970_PHT_0004_01,PHT4_AL_405_026.TIF,1970_PHT_BOX_01,1970,00,00,,,Asia,India,,,,,Babuji,Abhyasis,,Babuji conducting satsangh.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1968_PHT_0031_01,PHT4_AL_405_027.TIF,1968_PHT_BOX_01,1968,12,26,,,Asia,India,Tamil Nadu,Tiruchirapalli(Trichy),Tiruchirapalli (Trichy),,Babuji,Prof. Suresh Chandra(L.R-2),,Babuji travelling by train.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0132_01,PHT4_AL_405_028.TIF,1977_PHT_BOX_02,1977,00,00,,,Asia,India,UttarPradesh,Shahjahanpur,,,Babuji,Abhyasis,,Babuji having conversation.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0047_01,PHT4_AL_405_029.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,,,,,Babuji,,,Babuji with Hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1974_PHT_0004_01,PHT4_AL_405_030.TIF,1974_PHT_BOX_01,1974,00,00,,,Asia,India,UttarPradesh,Shahjahanpur,,,Babuji,,,Babuji contemplating.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0031_02,PHT4_AL_405_031.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,,Babuji with Hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0113_02,PHT4_AL_405_034.TIF,1977_PHT_BOX_02,1977,00,00,,,,,,,,,Babuji,,,Babuji walking.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1974_PHT_0052_01,PHT4_AL_405_036.TIF,1974_PHT_BOX_01,1974,00,00,,,,,,,,,Babuji,,,Babuji's portrait.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1981_PHT_0033_01,PHT4_AL_405_037.TIF,1981_PHT_BOX_01,1981,00,00,,,Asia,India,,,,,Babuji,,,Babuji sitting.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1974_PHT_0051_01,PHT4_AL_405_038.TIF,1974_PHT_BOX_01,1974,00,00,,,,,,,,,Babuji,,,Babuji's portrait.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
